reduczeta1 vtest p=2: computed = 2.73861278752583059415, error=0.40297986606396252185, time=0.00007782900138408877, n=2
reduczeta1 vtest p=2: computed = 2.92261298612503050975, error=0.21897966746476260624, time=0.00002949100053228904, n=4
reduczeta1 vtest p=2: computed = 3.02729785665784278947, error=0.11429479693195032652, time=0.00001900499955809209, n=8
reduczeta1 vtest p=2: computed = 3.08319302033945374930, error=0.05839963325033936670, time=0.00001411700031894725, n=16
reduczeta1 vtest p=2: computed = 3.11207383861108688450, error=0.02951881497870623150, time=0.00001373200029775035, n=32
reduczeta1 vtest p=2: computed = 3.12675278978900506033, error=0.01483986380078805567, time=0.00001666899879637640, n=64
reduczeta1 vtest p=2: computed = 3.13415252177151826274, error=0.00744013181827485326, time=0.00002172699896618724, n=128
reduczeta1 vtest p=2: computed = 3.13786752713559868866, error=0.00372512645419442734, time=0.00006071999996493105, n=256
reduczeta1 vtest p=2: computed = 3.13972882391625951470, error=0.00186382967353360129, time=0.00003888699939125217, n=512
reduczeta1 vtest p=2: computed = 3.14066042197831096772, error=0.00093223161148214828, time=0.00005981200047244783, n=1024
reduczeta1 vtest p=2: computed = 3.14112645857002803496, error=0.00046619501976508104, time=0.00007770699994580355, n=2048
reduczeta1 vtest p=2: computed = 3.14135953627386665943, error=0.00023311731592645657, time=0.00012380899897834752, n=4096
reduczeta1 vtest p=2: computed = 3.14147608998000826830, error=0.00011656360978484770, time=0.00025129400091827847, n=8192
reduczeta1 vtest p=2: computed = 3.14153437054690032326, error=0.00005828304289279274, time=0.00048859799971978646, n=16384
reduczeta1 vtest p=2: computed = 3.14156351175884340776, error=0.00002914183094970824, time=0.00506202499855135102, n=32768
reduczeta1 vtest p=2: computed = 3.14157808259693904773, error=0.00001457099285406827, time=0.00213286799953493755, n=65536
reduczeta1 vtest p=2: computed = 3.14158536807404376034, error=0.00000728551574935565, time=0.00824484199983999133, n=131072
reduczeta1 vtest p=2: computed = 3.14158901082709673958, error=0.00000364276269637642, time=0.01538627899935818277, n=262144
reduczeta1 vtest p=2: computed = 3.14159083220724877350, error=0.00000182138254434250, time=0.03509322000172687694, n=524288
reduczeta1 vtest p=2: computed = 3.14159174289823805992, error=0.00000091069155505608, time=0.07309171900124056265, n=1048576
reduczeta1 vtest p=2: computed = 3.14159219824396318543, error=0.00000045534582993056, time=0.15062482400026055984, n=2097152
reduczeta1 vtest p=2: computed = 3.14159242591687126733, error=0.00000022767292184867, time=0.17134485600035986863, n=4194304
reduczeta1 vtest p=2: computed = 3.14159253975327779074, error=0.00000011383651532526, time=0.36311911099983262829, n=8388608
reduczeta1 vtest p=2: computed = 3.14159259667101053992, error=0.00000005691878257608, time=0.81444499899953370914, n=16777216
reduczeta1 vtest p=4: computed = 2.73861278752583059415, error=0.40297986606396252185, time=0.00504534899846476037, n=2
reduczeta1 vtest p=4: computed = 2.92261298612503050975, error=0.21897966746476260624, time=0.00016869899991434067, n=4
reduczeta1 vtest p=4: computed = 3.02729785665784278947, error=0.11429479693195032652, time=0.00005273100032354705, n=8
reduczeta1 vtest p=4: computed = 3.08319302033945374930, error=0.05839963325033936670, time=0.00003484199987724423, n=16
reduczeta1 vtest p=4: computed = 3.11207383861108688450, error=0.02951881497870623150, time=0.00004995000017515849, n=32
reduczeta1 vtest p=4: computed = 3.12675278978900506033, error=0.01483986380078805567, time=0.00005801099905511364, n=64
reduczeta1 vtest p=4: computed = 3.13415252177151870683, error=0.00744013181827440917, time=0.00006410300011339132, n=128
reduczeta1 vtest p=4: computed = 3.13786752713559868866, error=0.00372512645419442734, time=0.00009321699872089084, n=256
reduczeta1 vtest p=4: computed = 3.13972882391625907061, error=0.00186382967353404538, time=0.00005292500100040343, n=512
reduczeta1 vtest p=4: computed = 3.14066042197831096772, error=0.00093223161148214828, time=0.00006958800076972693, n=1024
reduczeta1 vtest p=4: computed = 3.14112645857002714678, error=0.00046619501976596922, time=0.00011755800005630590, n=2048
reduczeta1 vtest p=4: computed = 3.14135953627386443898, error=0.00023311731592867702, time=0.00016216699987126049, n=4096
reduczeta1 vtest p=4: computed = 3.14147608998000249514, error=0.00011656360979062086, time=0.00023308600066229701, n=8192
reduczeta1 vtest p=4: computed = 3.14153437054690831687, error=0.00005828304288479913, time=0.00062300100034917705, n=16384
reduczeta1 vtest p=4: computed = 3.14156351175884296367, error=0.00002914183095015233, time=0.00191668600018601865, n=32768
reduczeta1 vtest p=4: computed = 3.14157808259694304454, error=0.00001457099285007146, time=0.00414293499852647074, n=65536
reduczeta1 vtest p=4: computed = 3.14158536807402066771, error=0.00000728551577244829, time=0.00771573000019998290, n=131072
reduczeta1 vtest p=4: computed = 3.14158901082709274277, error=0.00000364276270037323, time=0.01535877700007404201, n=262144
reduczeta1 vtest p=4: computed = 3.14159083220724877350, error=0.00000182138254434250, time=0.03001869500076281838, n=524288
reduczeta1 vtest p=4: computed = 3.14159174289823095449, error=0.00000091069156216150, time=0.06055937999917659909, n=1048576
reduczeta1 vtest p=4: computed = 3.14159219824395608001, error=0.00000045534583703599, time=0.12694819999887840822, n=2097152
reduczeta1 vtest p=4: computed = 3.14159242591687881685, error=0.00000022767291429915, time=0.30370939299973542802, n=4194304
reduczeta1 vtest p=4: computed = 3.14159253975334307185, error=0.00000011383645004415, time=0.55703024900140007958, n=8388608
